Reading traces...
Reading specs frequency...
Reading locations...
Counting events...
Total 17722208 events and 9900 traces
Inspecting top 200 IMM
Finding hot methods...
Number of events, method name
1,fi.solita.utils.functional.SemiGroups$LongSum.<clinit>:0
1,fi.solita.utils.functional.Monoids$LongSum.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$LongProduct.<clinit>:0
1,fi.solita.utils.functional.Monoids$LongProduct.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$DoubleSum.<clinit>:0
1,fi.solita.utils.functional.Monoids$DoubleSum.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$DoubleProduct.<clinit>:0
1,fi.solita.utils.functional.Monoids$DoubleProduct.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$StringConcat.<clinit>:0
1,fi.solita.utils.functional.Monoids$StringConcat.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$BooleanConjunction.<clinit>:0
1,fi.solita.utils.functional.Monoids$BooleanConjunction.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$BooleanDisjunction.<clinit>:0
1,fi.solita.utils.functional.Monoids$BooleanDisjunction.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$SetUnion.<clinit>:0
1,fi.solita.utils.functional.Monoids$SetUnion.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$ComparatorConcat.<clinit>:0
1,fi.solita.utils.functional.Monoids$ComparatorConcat.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$SetIntersection.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$Max.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$Min.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$First.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$Last.<clinit>:0
1,fi.solita.utils.functional.Function$GivenLater.<clinit>:10
1,fi.solita.utils.functional.Function$GivenEvenLater.<clinit>:13
1,fi.solita.utils.functional.Function$7.<clinit>:0
1,fi.solita.utils.functional.Function0.<clinit>:0
1,fi.solita.utils.functional.Function$1.<clinit>:0
1,fi.solita.utils.functional.Monoids$1.<clinit>:0
1,fi.solita.utils.functional.Function$8.<clinit>:0
1,fi.solita.utils.functional.SemiGroups$Product4.<clinit>:0
1,fi.solita.utils.functional.Tuple4.<clinit>:0
1,fi.solita.utils.functional.Predicates$2.<clinit>:0
1,fi.solita.utils.functional.FunctionalImpl$14.<clinit>:0
1,fi.solita.utils.functional.FunctionalTest$7.<clinit>:0
1,fi.solita.utils.functional.FunctionalTest$8.<clinit>:0
1,fi.solita.utils.functional.Tuple3.<clinit>:0
1,fi.solita.utils.functional.Function3.<clinit>:0
1,fi.solita.utils.functional.FunctionTest$1.<clinit>:0
1,fi.solita.utils.functional.Function3$13.<clinit>:0
1,fi.solita.utils.functional.Function3$10.<clinit>:0
1,fi.solita.utils.functional.Function5.<clinit>:0
1,fi.solita.utils.functional.FunctionTest$2.<clinit>:0
1,fi.solita.utils.functional.Function2$11.<clinit>:0
1,fi.solita.utils.functional.PartialApplicationHelper$3.<clinit>:0
1,fi.solita.utils.functional.Tuple5.<clinit>:0
1,fi.solita.utils.functional.Function5$2.<clinit>:0
1,fi.solita.utils.functional.Either.<clinit>:0
1,fi.solita.utils.functional.Try.<clinit>:0
1,fi.solita.utils.functional.OptionTest$1.<clinit>:0
1,fi.solita.utils.functional.lens.Employee_$1.<clinit>:0
1,fi.solita.utils.functional.lens.Employee_$2.<clinit>:0
1,fi.solita.utils.functional.lens.Employee_$3.<clinit>:0
1,fi.solita.utils.functional.lens.Employee_$4.<clinit>:0
1,fi.solita.utils.functional.lens.Builder$3.<clinit>:0
1,fi.solita.utils.functional.lens.Builder$IncompleteException.<clinit>:0
1,fi.solita.utils.functional.SortTest$1.<clinit>:0
1,fi.solita.utils.functional.SortTest$2.<clinit>:0
1,fi.solita.utils.functional.Ordering$2.<clinit>:0
1,fi.solita.utils.functional.Ordering.<clinit>:31
1,fi.solita.utils.functional.Compare$2.<clinit>:0
^^^ Last method that contains more than one event ^^^
Starting fi.solita.utils.functional.SortTest.runSortOnce:41
Finish fi.solita.utils.functional.SortTest.runSortOnce:41
