23a5eb500d745671649413692927a3bd53f40d6b,0,4746,0,107747,0,31150,0,89578
49f0c652c90f55cecf83c35cc3c5e4a75f1eab96,0,5086,0,108373,0,27628,0,111296
1a0637b83360cb7bb776d1ea8d712bccd7394c34,0,4275,0,108013,0,27225,0,111412
5255a18519f80c2b62573eae9ed0226396be6a0d,0,4413,0,107824,0,27110,0,111752
340120da62b9798880b08e37be05a5ff3f4cf1ef,0,5001,0,114175,0,26091,0,115333
415d7f07c629af6550ac7f69b8858ee4d816420a,0,4491,0,110501,0,26425,0,111740
6018f2e767c09332a41e051b3c0ad3575e55e2cb,0,4571,0,111137,0,26957,0,111058
bb07bff82a55ed3c43224cda531cbea89f24172d,0,4752,0,106558,0,27076,0,108312
0d5988e3abe0bc439aa1e8e36f8f4a60f19324fc,0,7540,0,125765,0,28594,0,127156
f34311ad296eed3bf8a608f088cee6bec3bdc4de,0,5357,0,117735,0,27099,0,120085
4945b8930ea158c2fab5530dc112f137aa449b8b,0,5398,0,121059,0,26815,0,121460
7c6f918d8c1cdcb3749de1d9cf4c38d04de0bd23,0,5096,0,120557,0,27373,0,122210
6cdec8576639906c2c6e7836683c9a3c299cc806,0,5301,0,120540,0,27419,0,122047
1084ea87980a10c166789009f0d40ed450b6d4a3,0,5543,0,115493,0,26880,0,124744
32d3a84987ad3f10aa8ee81b1049b7336a7a9fb5,0,5487,0,118591,0,26953,0,123365
02e3f612372188e190b99059a3502f0387c5573b,0,5937,0,119713,0,26276,0,122365
6d0d908afa8fb0f22cee00a12660e1294f765198,0,5764,0,120572,0,27202,0,123662
32a698cab3faa991ccf475a282526cf88446d727,0,5769,0,122223,0,27649,0,123507
cd501671a056f6b7bc034bed7c28e6abf083e3c7,0,5156,0,120663,0,28271,0,121846
485b679782261f4f2c5e4a4017e1b368162fc4d2,0,5323,0,116915,0,28149,0,128078
c49236ab000c80149a8e7f08bccd27aa27b8a117,0,5164,0,117894,0,27793,0,122594
fed06a0c96a800983b9cdfed3c6fc9b808f7f49c,0,6145,0,118906,0,25893,0,122901
e4553e64598279d4b5ae011cf74306c14daa659c,0,4852,0,118894,0,27912,0,120003
1dc63ff505d08cb8ae6e207c5a8c06983e69e630,0,5060,0,117042,0,26287,0,119110
9983da48540c9ffe6c5ab0ad7b71ae2d920023cd,0,4882,0,121188,0,27567,0,124230
01e57bfd35c7bab366bf857f2844510b10b96f92,0,5303,0,120445,0,26545,0,125357
