a420fa35a315b7655dbd2a42224f6ef6e37ac93d,0,1283,0,197986,0,5662,0,199722
5a740cdf6cb376825c5ebc6a036b0c3a4a66791f,0,1605,0,199697,0,5993,0,200304
5fdb709aefaf92495ace76720e3a6d99624e9868,0,1603,0,200239,0,5993,0,199243
c31f7319906ef9eb4eaf14f9f25232a94050e35a,0,1261,0,199177,0,6030,0,197902
ec9ec4d9b46341c1a3df6e1202328111612cc46e,0,1491,0,198037,0,5522,0,199140
c331250deab2c93e64e9ae039d1581f1d18e0c2c,0,1636,0,199408,0,5905,0,200891
c6fa9ad9df2544374e99891040bacf9a0088d349,0,1732,0,199581,0,5469,0,199301
f40f064baa45b42981368a5ee7b1d9836094fb74,0,1633,0,198606,0,5479,0,198643
40d43012ce0f0a3f85ccfd430774362595bcdc5d,0,1707,0,197082,0,5578,0,200049
88d4c022d068fc14c9b2f314abde4d4ddec96bba,0,1515,0,197356,0,5421,0,198770
cb82c85f68478050f9a00ac8c9979dbe2f7a67b5,0,1384,0,201361,0,5541,0,193702
91f24a19269566cc6d8679b4717595ae42056484,0,1691,0,198946,0,5816,0,200057
48f40fae193b51a68910e5399e65786a354ba252,0,1394,0,198779,0,6110,0,199384
e42403eebce60ed413d26f1beed62bf4a64a5415,0,1354,0,188868,0,5594,0,210214
3a9a80e5c42c3a6824ba80ce6e28f94e635c709f,0,1814,0,198520,0,5663,0,200170
64bd83b81d47eb4a697002414cb84d61d284a75f,0,1821,0,199348,0,5505,0,202395
38be5f853319cdc5c14f1d5dc73399c6e985ce92,0,1226,0,200282,0,5568,0,199750
42d8194925aacbddd1a831b5671871b2b66aad3a,0,1531,0,197665,0,5587,0,198812
d13e290f079853e46f90717763327741091d5d51,0,1797,0,199876,0,5256,0,200009
c435ecaaeafd1695ab75b7865658e12f9f996371,0,1895,0,199408,0,5987,0,200047
c82a4470167ecd25f6366369ff258d0266b8427f,0,1516,0,198251,0,5350,0,200528
2455df10720c99f7d65f11570aa4654564f280ff,0,1560,0,198181,0,5581,0,199518
aafb39a76855a042915c48a004e7e149dd3b5e3d,0,1704,0,198178,0,5776,0,201883
622d6dcfb0ff260d3b68cd4b71046796b4245d32,0,1744,0,200009,0,6030,0,200213
13c3b7ecf4ddf39b610629d6dcb10d3f7b81cabd,0,1747,0,198931,0,5412,0,199202
27e86d6ad9dc02ef49447d43f39c3fe6b0075522,0,1350,0,197147,0,5970,0,198030
ed56d3073dfd8797384ba4c3ae6eef10aa14de23,0,1249,0,197350,0,5942,0,200740
7c9e8a26199355081baa125073f90d9208e93d76,0,1400,0,200000,0,5914,0,199715
c99c30ec28829d1746fcca20dbab4d9d685a4fc5,0,1259,0,196817,0,5863,0,196976
17612e603541b3e1b65e731a45f8b84d468f0729,0,1175,0,198861,0,5550,0,200371
95a320ac9d3f2326eb02a76ee7d2093019fd57af,0,1571,0,198803,0,5540,0,198038
a19137d8640ca319b34e95adea69cc139178cbe2,0,1731,0,198030,0,6087,0,198275
ceb1e72e0dbb2eb65673a632cdb0f15ee6cbc088,0,1973,0,198622,0,5613,0,196861
813e4fa6f96cfcb4c8d4b0c7cd37009920b07186,0,1493,0,198595,0,5603,0,195332
870f98a1dc01b365fcb5bd7afdb4b1f8be1b4904,0,1750,0,197888,0,6006,0,201683
51c9028121a7ccbedc58c6e40b27bd8727fe9a3e,0,1552,0,200250,0,6144,0,198546
d2b1ee4ec811580a330f948dca51c649576c60f9,0,1744,0,197941,0,5279,0,195716
9a025b29a89e4fbc2de34c62613222ceb3956ad6,0,1611,0,197288,0,5445,0,197171
adc1767be177d9df0d5950cb9a3506fd2ef8deda,0,1584,0,198614,0,5386,0,201568
b97f5a47074312cffa2f34eae708bee110a40cd9,0,1412,0,200166,0,5587,0,201878
d943568f8d8298125536004ae6ded22a02556673,0,1523,0,198682,0,5532,0,189852
79cba5344a8e072e61b60a700d670d1c72573957,0,1430,0,199428,0,5318,0,200329
dd182e9781c45be593c7a5a486048bb471fea43c,0,1400,0,198227,0,5951,0,200330
f3c1b713a167ecd9fc8eeb9b64abcb1f26fca7e9,0,1344,0,197471,0,5766,0,198641
3797b1a683d7cafd8ba3cf0621e36760fd72f2ad,0,1373,0,197950,0,5724,0,199585
37f5a969494edb9b38696892b2059c76a5dfa5c1,0,1396,0,199705,0,5372,0,202026
6724f552ed29ddc3ac59f4af002d81bc64005c4c,0,1443,0,199709,0,6166,0,201077
d96b693176d09f842aa80680767206f564922c4d,0,1495,0,200605,0,5567,0,195293
f74059f4b36d41714c15d59c2c7feff6ac2d79cc,0,1385,0,202578,0,5468,0,201931
042965a2be9450cb37f31241363e58b203b81e86,0,1661,0,199923,0,5520,0,202869
